Date,Close/Last,Volume,Open,High,Low
05/05/2023,$198.34,3872233,$198.09,$199.04,$196.76
05/04/2023,$197.05,6934072,$200.65,$201.25,$193.27
05/03/2023,$200.93,4537939,$204.36,$206.1014,$200.55
05/02/2023,$203.25,3970843,$203.00,$204.19,$200.09
05/01/2023,$203.87,3776842,$206.25,$208.52,$203.62
04/28/2023,$206.78,3716063,$204.51,$206.95,$202.90
04/27/2023,$206.04,5105173,$204.65,$209.09,$203.53
04/26/2023,$203.03,9137206,$208.25,$211.70,$202.68
04/25/2023,$202.19,4699498,$204.54,$204.94,$201.12
04/24/2023,$205.77,3058925,$204.87,$206.50,$203.25
04/21/2023,$205.15,3432331,$208.00,$208.376,$204.18
04/20/2023,$207.23,3322910,$207.42,$209.88,$206.0776
04/19/2023,$208.71,4757402,$207.12,$210.87,$206.94
04/18/2023,$208.37,7445759,$205.50,$208.9356,$203.72
04/17/2023,$205.03,6306803,$202.00,$206.10,$200.80
04/14/2023,$201.71,19066480,$202.59,$204.2819,$198.1541
04/13/2023,$213.59,4501594,$213.00,$213.68,$211.495
04/12/2023,$212.34,4600326,$213.66,$214.30,$210.13
04/11/2023,$212.32,5277549,$213.29,$214.50,$211.86
04/10/2023,$210.78,3729340,$211.00,$214.10,$209.73
04/06/2023,$211.37,5618125,$210.00,$212.37,$208.22
04/05/2023,$210.00,4138426,$212.23,$214.23,$208.671
04/04/2023,$213.90,6192254,$212.00,$213.99,$209.12
04/03/2023,$215.39,6085935,$212.80,$218.57,$212.53
03/31/2023,$212.43,5147549,$211.75,$214.80,$211.39
03/30/2023,$211.04,6583391,$208.97,$212.8699,$206.5207
03/29/2023,$207.97,3572163,$206.50,$208.6467,$205.88
03/28/2023,$204.96,5460587,$200.82,$206.30,$200.485
03/27/2023,$200.57,3891702,$198.63,$201.55,$198.63
03/24/2023,$197.53,4513512,$195.50,$197.57,$193.9202
03/23/2023,$197.90,6266894,$197.90,$201.50,$195.14
03/22/2023,$196.16,7311578,$203.68,$203.83,$196.01
03/21/2023,$204.70,4673304,$207.30,$207.86,$203.89
03/20/2023,$204.77,4763997,$201.12,$205.87,$200.87
03/17/2023,$201.05,9858936,$201.35,$202.8336,$199.00
03/16/2023,$203.19,6752125,$196.205,$203.9104,$194.43
03/15/2023,$198.21,10894230,$201.92,$202.2077,$192.41
03/14/2023,$207.28,8245664,$207.53,$213.5599,$205.00
03/13/2023,$203.37,6671174,$200.20,$207.08,$197.11
03/10/2023,$203.07,8547078,$201.43,$205.00,$197.79
03/09/2023,$201.24,4284026,$208.32,$209.02,$200.30
03/08/2023,$207.20,2406897,$208.25,$208.88,$205.94
03/07/2023,$207.92,4619710,$211.31,$213.175,$207.775
03/06/2023,$211.92,7004436,$214.12,$214.75,$209.60
03/03/2023,$215.11,7496846,$210.25,$216.12,$209.40
03/02/2023,$210.06,5454074,$203.78,$210.33,$203.15
03/01/2023,$204.55,4402266,$201.47,$205.435,$200.85
02/28/2023,$201.55,3589900,$201.00,$202.38,$199.32
02/27/2023,$200.46,4318866,$199.87,$203.1259,$199.06
02/24/2023,$198.15,9658678,$200.00,$201.70,$197.36
02/23/2023,$208.13,4139351,$207.45,$209.692,$205.76
02/22/2023,$205.76,2920010,$205.31,$207.665,$204.65
02/21/2023,$205.52,4663756,$208.99,$210.84,$205.05
02/17/2023,$211.66,4985686,$211.21,$211.76,$207.6196
02/16/2023,$212.21,4387973,$215.00,$216.52,$212.17
02/15/2023,$217.44,4852436,$217.16,$218.25,$214.60
02/14/2023,$218.45,10033120,$214.02,$221.33,$213.15
02/13/2023,$215.65,5193329,$213.60,$216.355,$211.50
02/10/2023,$212.89,4862940,$212.01,$214.50,$210.50
02/09/2023,$211.99,5018879,$214.46,$215.4521,$210.06
02/08/2023,$213.50,4229794,$213.07,$215.77,$211.78
02/07/2023,$214.76,7311187,$208.04,$215.15,$206.92
02/06/2023,$206.81,3903023,$205.19,$208.21,$203.69
02/03/2023,$206.01,5400280,$207.71,$210.75,$205.618
02/02/2023,$209.34,6513357,$215.15,$215.29,$208.30
02/01/2023,$214.75,8462076,$212.11,$218.97,$211.90
01/31/2023,$213.00,5162983,$210.15,$213.11,$208.24
01/30/2023,$209.67,6066779,$209.19,$211.36,$207.71
01/27/2023,$211.17,5237944,$211.32,$212.88,$209.42
01/26/2023,$212.73,7288144,$213.48,$213.79,$207.20
01/25/2023,$212.68,16106550,$205.80,$214.75,$203.11
01/24/2023,$211.98,4753694,$205.00,$212.15,$205.00
01/23/2023,$209.97,5481938,$208.36,$211.09,$206.99
01/20/2023,$206.76,5475404,$207.47,$207.99,$204.78
01/19/2023,$207.09,5813518,$206.77,$209.67,$204.82
01/18/2023,$209.41,5403094,$212.90,$213.4245,$209.20
01/17/2023,$211.41,6150658,$212.71,$213.34,$209.07
01/13/2023,$214.13,6213161,$212.00,$216.64,$211.58
01/12/2023,$214.32,8208101,$209.58,$214.92,$207.3701
01/11/2023,$208.03,7190749,$209.87,$210.47,$206.69
01/10/2023,$206.69,8183236,$203.90,$209.6022,$203.4608
01/09/2023,$208.57,9005601,$212.36,$213.88,$207.91
01/06/2023,$213.00,11256440,$205.30,$213.04,$203.55
01/05/2023,$204.99,6913273,$201.72,$204.99,$200.78
01/04/2023,$203.64,9746939,$195.18,$203.76,$195.1758
01/03/2023,$195.39,8624570,$192.95,$197.175,$192.40
12/30/2022,$190.49,4007419,$187.50,$190.65,$187.04
12/29/2022,$188.91,4518946,$189.00,$190.25,$186.19
12/28/2022,$188.38,4426251,$189.32,$191.32,$187.425
12/27/2022,$189.40,5014846,$189.58,$192.44,$187.6169
12/23/2022,$189.06,3983591,$188.25,$189.43,$184.72
12/22/2022,$188.25,6928514,$193.82,$194.17,$185.67
12/21/2022,$196.00,9175376,$190.04,$196.40,$189.72
12/20/2022,$188.29,6156847,$186.18,$189.91,$185.74
12/19/2022,$185.68,6605378,$184.92,$188.04,$184.71
12/16/2022,$184.70,7906778,$182.79,$186.61,$181.295
12/15/2022,$183.72,5347787,$186.25,$187.975,$181.2801
12/14/2022,$188.25,5814881,$187.33,$189.67,$185.41
12/13/2022,$187.13,10975250,$191.11,$191.11,$184.85
12/12/2022,$186.27,8098395,$180.80,$186.69,$180.50
12/09/2022,$179.54,6359002,$180.75,$183.89,$179.2501
12/08/2022,$179.08,6707652,$179.32,$184.88,$178.61
12/07/2022,$176.50,5871242,$176.28,$178.43,$174.62
12/06/2022,$178.43,8236878,$184.01,$184.79,$177.01
12/05/2022,$185.10,10456280,$182.00,$188.4499,$180.8002
12/02/2022,$182.87,10563840,$173.12,$183.45,$172.85
12/01/2022,$175.78,4517476,$178.88,$179.70,$174.69
11/30/2022,$178.88,6778734,$178.00,$179.98,$174.2005
11/29/2022,$175.32,5077828,$172.88,$175.95,$172.56
11/28/2022,$171.83,5358932,$176.17,$177.14,$171.70
11/25/2022,$178.36,3476919,$174.35,$178.46,$174.0301
11/23/2022,$174.85,3523516,$172.09,$175.00,$171.77
11/22/2022,$172.50,4370635,$173.65,$174.99,$171.00
11/21/2022,$172.94,3501842,$172.53,$174.72,$171.12
11/18/2022,$173.89,4693178,$173.98,$175.1899,$171.53
11/17/2022,$172.78,4881887,$169.30,$173.15,$168.52
11/16/2022,$172.69,4438554,$174.11,$174.79,$171.85
11/15/2022,$175.35,7207867,$175.49,$176.69,$172.75
11/14/2022,$173.55,5598338,$176.50,$178.19,$173.50
11/11/2022,$177.49,8894308,$176.40,$178.0299,$172.99
11/10/2022,$177.58,12374960,$172.14,$179.32,$171.75
11/09/2022,$168.74,8893769,$169.29,$171.62,$166.86
11/08/2022,$169.62,11274520,$166.00,$170.55,$164.9117
11/07/2022,$164.91,10220310,$161.40,$166.6999,$160.63
11/04/2022,$160.01,9396185,$156.66,$160.98,$154.495
11/03/2022,$156.75,16212570,$148.79,$158.69,$147.50
11/02/2022,$147.41,20241980,$142.12,$153.59,$141.54
11/01/2022,$143.38,5758566,$143.99,$145.25,$141.835
10/31/2022,$142.51,6212198,$141.88,$144.449,$139.52
10/28/2022,$143.84,7941087,$141.16,$144.73,$139.9314
10/27/2022,$139.76,13754940,$137.10,$143.1024,$136.6201
10/26/2022,$133.79,29457730,$147.05,$150.14,$132.205
10/25/2022,$146.65,6515643,$142.09,$146.88,$141.88
10/24/2022,$142.05,5177845,$142.85,$142.88,$139.2815
10/21/2022,$141.32,5451265,$138.48,$141.33,$136.62
10/20/2022,$139.13,4331680,$138.36,$141.88,$138.36
10/19/2022,$138.39,6321910,$137.17,$141.20,$136.63
10/18/2022,$137.34,6146349,$139.00,$139.42,$135.22
10/17/2022,$136.09,9073526,$136.98,$137.28,$133.2601
10/14/2022,$133.15,6099656,$135.59,$136.41,$131.37
10/13/2022,$132.40,7842266,$126.50,$134.70,$124.17
10/12/2022,$130.42,6392973,$128.43,$131.34,$127.86
10/11/2022,$131.57,8508386,$132.96,$135.36,$129.5101
10/10/2022,$131.90,6829914,$131.42,$135.74,$130.2007
10/07/2022,$129.79,5097386,$130.36,$130.607,$128.02
10/06/2022,$132.20,4454674,$131.13,$133.3099,$129.7407
10/05/2022,$132.11,6268322,$130.28,$133.55,$128.26
10/04/2022,$133.51,7235737,$129.40,$133.57,$129.33
10/03/2022,$126.05,7962384,$122.00,$127.15,$121.02
09/30/2022,$121.08,8382981,$123.14,$125.475,$120.99
09/29/2022,$125.33,8905426,$131.20,$131.61,$123.80
09/28/2022,$133.44,10257200,$128.04,$133.89,$127.40
09/27/2022,$127.51,6682349,$129.32,$130.45,$125.60
09/26/2022,$127.34,7095145,$129.77,$132.45,$126.88
09/23/2022,$131.26,8927864,$135.65,$136.185,$129.50
09/22/2022,$138.71,6311829,$143.13,$143.70,$138.29
09/21/2022,$143.29,6244253,$146.77,$149.87,$143.21
09/20/2022,$145.94,6737550,$145.26,$147.67,$143.90
09/19/2022,$144.88,5150720,$142.62,$146.99,$142.35
09/16/2022,$144.29,10310730,$145.23,$145.63,$141.35
09/15/2022,$149.78,9792791,$147.88,$153.45,$147.28
09/14/2022,$149.26,8477972,$146.90,$149.70,$144.30
09/13/2022,$147.31,8724873,$153.60,$155.19,$147.13
09/12/2022,$158.72,5363130,$158.46,$160.97,$157.45
09/09/2022,$157.52,5782876,$158.00,$159.75,$156.95
09/08/2022,$157.79,4949112,$155.00,$158.30,$153.84
09/07/2022,$155.95,5298579,$151.26,$156.345,$150.87
09/06/2022,$152.39,5210472,$152.39,$154.48,$150.46
09/02/2022,$151.82,5262774,$155.19,$156.99,$151.48
09/01/2022,$153.66,7651999,$158.00,$158.90,$150.82
08/31/2022,$160.25,4123490,$163.00,$163.551,$160.14
08/30/2022,$162.21,6248628,$167.27,$169.92,$160.7201
08/29/2022,$165.42,4727621,$162.28,$166.9021,$162.20
08/26/2022,$164.53,4957414,$170.00,$171.37,$164.27
08/25/2022,$169.38,4949408,$164.56,$169.65,$163.70
08/24/2022,$163.60,4211287,$162.27,$164.14,$161.3801
08/23/2022,$160.07,3425179,$159.14,$161.6899,$159.0806
08/22/2022,$158.98,5312327,$159.40,$160.2682,$157.91
08/19/2022,$162.92,5736069,$166.33,$166.84,$162.58
08/18/2022,$168.69,4404601,$167.20,$169.1799,$165.77
08/17/2022,$167.20,6533521,$169.61,$169.85,$166.09
08/16/2022,$172.08,5259589,$170.00,$173.85,$169.15
08/15/2022,$170.47,4734688,$169.29,$172.55,$168.32
08/12/2022,$169.99,4345220,$168.39,$170.11,$167.57
08/11/2022,$167.88,4996809,$170.50,$171.7599,$167.05
08/10/2022,$169.02,7181681,$168.35,$171.14,$167.25
08/09/2022,$164.85,6064750,$166.51,$166.51,$163.45
08/08/2022,$165.89,11311690,$166.41,$171.09,$164.7115
08/05/2022,$165.04,4709123,$164.40,$167.07,$163.93
08/04/2022,$166.50,5039567,$165.77,$168.12,$164.41
08/03/2022,$166.64,6709072,$164.51,$167.52,$162.33
08/02/2022,$163.28,10874320,$167.00,$167.325,$163.14
08/01/2022,$169.07,18321560,$165.95,$171.76,$164.25
07/29/2022,$159.31,5743489,$157.95,$159.84,$155.54
07/28/2022,$159.09,8729065,$154.02,$160.10,$153.03
07/27/2022,$156.09,16356650,$161.12,$162.74,$152.80
07/26/2022,$155.92,6053054,$155.24,$158.18,$154.50
07/25/2022,$156.64,5764734,$156.94,$157.31,$152.84
07/22/2022,$158.16,7594878,$161.80,$163.3399,$157.77
07/21/2022,$161.41,8044091,$158.89,$161.655,$156.19
07/20/2022,$158.38,8668596,$156.00,$159.40,$154.26
07/19/2022,$156.13,14182970,$149.61,$156.28,$148.97
07/18/2022,$147.72,13948500,$153.305,$155.94,$147.20
07/15/2022,$147.74,7910408,$149.17,$149.7359,$144.65
07/14/2022,$147.15,9456114,$141.11,$147.49,$140.61
07/13/2022,$143.95,9038684,$142.785,$146.41,$142.18
07/12/2022,$147.15,18598190,$136.86,$149.32,$136.81
07/11/2022,$136.99,6180548,$137.77,$139.24,$134.89
07/08/2022,$139.07,5655499,$139.70,$140.7391,$137.3747
07/07/2022,$139.97,7674390,$137.93,$142.275,$137.8985
07/06/2022,$136.31,6608039,$137.54,$138.71,$134.46
07/05/2022,$137.70,10073970,$136.25,$138.07,$131.29
07/01/2022,$139.84,7627130,$135.88,$141.79,$135.40
06/30/2022,$136.72,8455129,$134.30,$137.49,$131.60
06/29/2022,$138.45,7489226,$138.61,$138.92,$134.84
06/28/2022,$138.70,12142260,$140.89,$147.18,$138.54
06/27/2022,$138.72,8457424,$140.28,$140.5725,$136.22
06/24/2022,$141.53,13626220,$135.01,$141.87,$134.95
06/23/2022,$133.97,10746910,$136.42,$137.42,$130.0917
06/22/2022,$137.16,7717692,$134.03,$138.79,$133.28
06/21/2022,$136.75,10519900,$139.17,$140.9395,$135.84
06/17/2022,$136.80,16042480,$132.25,$138.98,$131.50
06/16/2022,$133.36,19543640,$131.70,$135.34,$131.26
06/15/2022,$133.72,25997850,$124.35,$134.99,$123.83
06/14/2022,$122.16,17549810,$116.65,$122.19,$113.02
06/13/2022,$115.86,16778490,$123.00,$123.25,$114.14
06/10/2022,$127.00,7776856,$130.27,$132.1949,$126.85
06/09/2022,$133.73,6018982,$139.35,$139.66,$133.70
06/08/2022,$139.63,5833696,$139.13,$142.2063,$138.4401
06/07/2022,$140.82,5436085,$137.49,$141.24,$135.91
06/06/2022,$139.24,6354823,$139.99,$141.14,$136.83
06/03/2022,$139.25,10091800,$138.52,$140.70,$137.585
06/02/2022,$140.50,12777040,$132.14,$140.55,$131.87
06/01/2022,$130.65,9991563,$133.00,$134.33,$127.01
05/31/2022,$131.40,7953651,$131.03,$132.99,$128.86
05/27/2022,$132.23,7261516,$128.77,$132.23,$128.32
05/26/2022,$127.73,8333861,$123.10,$128.8416,$122.74
05/25/2022,$122.06,7707912,$119.17,$122.595,$118.76
05/24/2022,$119.40,9092426,$122.44,$122.70,$117.29
05/23/2022,$124.07,9341490,$121.70,$124.48,$120.34
05/20/2022,$120.70,18822240,$128.77,$128.85,$117.08
05/19/2022,$127.14,8075776,$124.40,$128.40,$123.70
05/18/2022,$125.52,9567609,$130.34,$132.10,$124.36
05/17/2022,$132.05,12154220,$126.905,$132.83,$125.79
05/16/2022,$124.05,10631560,$127.05,$131.1242,$122.35
05/13/2022,$127.20,20891520,$124.98,$130.80,$122.38
05/12/2022,$123.14,15891330,$126.89,$128.53,$120.28
05/11/2022,$129.39,11388360,$132.95,$138.96,$129.11
05/10/2022,$132.95,11781420,$136.76,$137.835,$130.3301
05/09/2022,$133.31,12593830,$146.00,$146.95,$132.65
05/06/2022,$148.90,7697850,$149.96,$150.90,$145.85
05/05/2022,$150.47,7950792,$155.69,$157.99,$149.05
05/04/2022,$156.97,9550623,$152.91,$157.14,$150.7723
05/03/2022,$153.58,10149450,$149.09,$154.4494,$147.91
05/02/2022,$148.61,12399200,$148.02,$149.4517,$143.3821
04/29/2022,$148.84,10896590,$153.44,$157.0299,$148.52
04/28/2022,$154.22,13518820,$156.61,$156.79,$149.00
04/27/2022,$154.46,40371730,$161.25,$161.25,$146.00
04/26/2022,$167.04,9277309,$174.76,$174.87,$166.85
04/25/2022,$175.91,6293100,$174.51,$176.08,$172.45
04/22/2022,$176.92,6372406,$180.78,$182.67,$176.50
04/21/2022,$181.02,7446130,$188.73,$189.85,$180.55
04/20/2022,$183.55,6824287,$187.24,$187.34,$182.86
04/19/2022,$185.98,7485607,$180.36,$187.61,$180.28
04/18/2022,$179.85,5042585,$181.45,$182.46,$178.55
04/14/2022,$181.94,5144620,$182.75,$185.54,$181.64
04/13/2022,$182.87,7399856,$176.96,$183.46,$176.96
04/12/2022,$176.28,6125106,$175.50,$178.50,$174.53
04/11/2022,$175.03,6001124,$173.84,$179.67,$173.40
04/08/2022,$175.20,6524064,$176.54,$178.13,$174.24
04/07/2022,$177.97,7517791,$178.13,$178.66,$173.87
04/06/2022,$178.72,8173868,$180.40,$180.57,$176.5802
04/05/2022,$182.65,9371632,$189.70,$192.35,$182.52
04/04/2022,$191.18,7799600,$190.02,$191.8448,$186.91
04/01/2022,$190.76,4862109,$192.58,$192.616,$188.78
03/31/2022,$191.50,6447933,$195.00,$197.5799,$191.45
03/30/2022,$194.91,9959326,$192.32,$197.45,$191.36
03/29/2022,$193.80,8438704,$191.62,$196.36,$191.20
03/28/2022,$188.16,6904146,$188.43,$189.26,$184.47
03/25/2022,$188.95,6370952,$187.76,$191.70,$186.93
03/24/2022,$189.05,7094360,$186.35,$189.19,$184.72
03/23/2022,$186.04,8297782,$189.67,$190.16,$185.03
03/22/2022,$191.04,14378470,$185.24,$192.8629,$184.52
03/21/2022,$185.90,27369580,$184.40,$187.265,$180.61
03/18/2022,$192.83,12849580,$192.07,$193.38,$190.10
03/17/2022,$190.19,8126616,$186.36,$190.24,$185.27
03/16/2022,$188.99,12077530,$183.39,$189.60,$182.30
03/15/2022,$179.89,8051498,$176.30,$180.50,$175.60
03/14/2022,$175.52,8138882,$175.88,$178.2289,$172.57
03/11/2022,$176.23,9373598,$183.59,$184.86,$175.95
03/10/2022,$178.39,8364100,$175.76,$182.02,$175.39
03/09/2022,$178.56,10062150,$179.80,$182.87,$177.41
03/08/2022,$173.80,13715460,$169.73,$180.82,$167.58
03/07/2022,$169.17,12847460,$181.03,$182.72,$169.06
03/04/2022,$180.84,13104580,$187.37,$188.3203,$178.97
03/03/2022,$188.85,12424490,$197.94,$198.50,$188.71
03/02/2022,$197.81,7463406,$196.27,$199.85,$194.6413
03/01/2022,$194.91,11799490,$203.11,$203.50,$192.93
02/28/2022,$205.34,9859273,$198.58,$207.31,$196.75
02/25/2022,$201.48,8730302,$201.09,$204.07,$199.1006
02/24/2022,$198.43,12207630,$189.29,$198.855,$186.88
02/23/2022,$196.42,7326312,$201.13,$203.2499,$195.91
02/22/2022,$198.74,10382140,$205.00,$206.90,$197.82
02/18/2022,$209.03,6973602,$212.56,$214.7288,$208.60
02/17/2022,$213.58,6176575,$218.47,$218.5799,$212.67
02/16/2022,$218.93,5698917,$216.10,$219.68,$215.28
02/15/2022,$217.73,10461010,$214.84,$219.5394,$213.69
02/14/2022,$210.04,6481404,$213.00,$215.63,$208.76
02/11/2022,$212.30,11443740,$217.87,$221.42,$210.27
02/10/2022,$218.75,11695860,$213.71,$223.23,$213.695
02/09/2022,$215.86,7587730,$214.91,$217.04,$213.3004
02/08/2022,$213.27,7356230,$212.68,$213.87,$209.69
02/07/2022,$211.92,11816910,$205.79,$214.37,$205.42
02/04/2022,$206.45,5952563,$205.00,$208.25,$203.10
02/03/2022,$206.39,7054722,$206.06,$209.10,$204.26
02/02/2022,$207.52,7843739,$205.43,$208.3857,$203.21
02/01/2022,$208.34,12265150,$202.48,$208.89,$200.495
01/31/2022,$200.24,15504560,$190.73,$200.34,$190.00
01/28/2022,$190.57,10966710,$188.78,$190.72,$183.77
01/27/2022,$189.75,12670070,$196.38,$199.7073,$188.64
01/26/2022,$194.27,19974400,$206.214,$206.214,$191.92
01/25/2022,$204.10,8824460,$200.10,$205.63,$197.5501
01/24/2022,$204.20,13810340,$199.85,$204.80,$192.51
01/21/2022,$205.44,11548500,$213.79,$213.79,$204.57
01/20/2022,$214.19,7636803,$217.38,$221.95,$213.42
01/19/2022,$217.08,9382827,$225.10,$225.42,$216.94
01/18/2022,$225.01,8947332,$224.50,$229.67,$224.26
01/14/2022,$225.96,8053460,$222.16,$226.20,$220.25
01/13/2022,$223.90,17628010,$222.25,$226.89,$220.05
01/12/2022,$217.45,9134501,$217.09,$221.24,$216.30
01/11/2022,$216.02,8098367,$209.00,$217.03,$208.41
01/10/2022,$209.31,8229019,$214.26,$215.28,$207.13
01/07/2022,$215.50,9526395,$212.98,$218.32,$212.3825
01/06/2022,$211.34,7142191,$214.64,$216.00,$207.86
01/05/2022,$213.07,11564730,$216.64,$218.93,$211.81
01/04/2022,$213.63,11414560,$211.30,$214.5555,$209.78
01/03/2022,$207.86,9074592,$204.00,$210.55,$203.34
12/31/2021,$201.32,8052980,$202.20,$203.69,$200.03
12/30/2021,$202.71,7012644,$203.00,$206.00,$202.60
12/29/2021,$203.66,6119004,$205.36,$205.41,$202.60
12/28/2021,$206.13,8885989,$202.23,$208.9373,$201.65
12/27/2021,$203.17,7826624,$201.99,$203.43,$199.10
12/23/2021,$204.22,7415194,$202.13,$205.13,$201.32
12/22/2021,$201.69,8145344,$199.46,$202.93,$197.94
12/21/2021,$199.52,12082320,$190.28,$199.69,$190.04
12/20/2021,$188.48,10256380,$188.11,$190.36,$185.26
12/17/2021,$192.63,12642000,$190.27,$194.77,$187.88
12/16/2021,$190.79,8216806,$197.00,$198.3175,$190.44
12/15/2021,$195.43,10535860,$195.28,$196.5799,$190.32
12/14/2021,$195.50,8445068,$195.60,$200.50,$195.18
12/13/2021,$197.40,10619580,$202.50,$202.81,$195.55
12/10/2021,$205.06,6040048,$208.81,$209.00,$203.48
12/09/2021,$207.56,7011011,$207.53,$208.545,$205.20
12/08/2021,$211.03,6986783,$209.18,$212.6799,$207.71
12/07/2021,$208.83,10387920,$207.06,$211.65,$206.38
12/06/2021,$205.88,11587880,$199.77,$206.4201,$199.20
12/03/2021,$198.49,10742710,$198.70,$199.90,$195.4201
12/02/2021,$202.38,20435440,$196.80,$202.54,$192.41
12/01/2021,$188.19,13321990,$200.81,$201.62,$188.00
11/30/2021,$197.85,12638920,$196.02,$198.82,$193.85
11/29/2021,$198.50,12276240,$201.87,$204.28,$195.33
11/26/2021,$199.21,17636640,$197.57,$199.42,$194.00
11/24/2021,$210.60,5437620,$207.52,$211.22,$206.87
11/23/2021,$209.13,8882817,$211.50,$212.99,$207.77
11/22/2021,$209.90,10764320,$215.00,$215.02,$208.95
11/19/2021,$214.13,20844070,$225.07,$225.33,$213.23
11/18/2021,$227.25,10983710,$230.30,$231.50,$224.951
11/17/2021,$226.62,10750940,$229.54,$231.32,$224.20
11/16/2021,$225.80,10120190,$232.94,$232.95,$225.51
11/15/2021,$233.09,21921860,$227.37,$233.94,$226.92
11/12/2021,$220.96,6419877,$219.72,$223.75,$218.90
11/11/2021,$219.38,6567341,$220.50,$222.65,$218.90
11/10/2021,$218.50,8197584,$219.36,$225.68,$217.27
11/09/2021,$220.79,6863672,$222.49,$222.85,$217.54
11/08/2021,$222.68,9456055,$225.24,$226.99,$222.11
11/05/2021,$224.46,16936330,$217.70,$224.58,$217.70
11/04/2021,$213.03,5849588,$213.80,$214.82,$211.87
11/03/2021,$213.38,4636071,$211.47,$213.76,$210.8721
11/02/2021,$212.77,6160169,$213.83,$215.715,$210.70
11/01/2021,$214.58,9284925,$207.00,$214.69,$206.81
10/29/2021,$207.03,8559535,$206.84,$208.24,$205.29
10/28/2021,$207.85,8825454,$206.00,$208.74,$204.60
10/27/2021,$206.61,14761730,$212.85,$212.90,$205.64
10/26/2021,$209.81,11014460,$213.19,$214.85,$208.18
10/25/2021,$212.87,7239142,$213.25,$213.9785,$211.70
10/22/2021,$212.97,7077636,$214.60,$216.72,$212.575
10/21/2021,$214.34,8691450,$216.54,$218.1122,$213.81
10/20/2021,$216.17,8485162,$215.49,$218.66,$214.35
10/19/2021,$215.97,5963390,$217.47,$217.6585,$215.28
10/18/2021,$216.98,6553519,$216.00,$217.28,$214.05
10/15/2021,$217.04,8773359,$218.165,$219.61,$216.28
10/14/2021,$217.44,10427320,$221.07,$222.18,$217.0411
10/13/2021,$221.78,8240198,$224.00,$224.2995,$219.36
10/12/2021,$223.57,8486823,$226.00,$228.66,$223.12
10/11/2021,$226.45,7287044,$226.50,$232.10,$225.32
10/08/2021,$226.39,4515032,$226.75,$228.7124,$225.40
10/07/2021,$226.48,7748521,$227.34,$229.00,$225.90
10/06/2021,$224.99,7157571,$221.08,$225.07,$219.2001
10/05/2021,$224.42,5687275,$224.27,$226.45,$222.42
10/04/2021,$223.79,6946121,$225.68,$227.9707,$222.00
10/01/2021,$226.00,9113628,$222.85,$226.72,$220.60
09/30/2021,$219.94,10366950,$226.08,$226.15,$219.46
09/29/2021,$225.36,16808040,$227.80,$229.9399,$224.86
09/28/2021,$218.41,9639787,$222.90,$224.577,$216.4201
09/27/2021,$224.16,9749201,$224.00,$228.60,$223.8775
09/24/2021,$221.39,6498169,$219.13,$222.41,$218.66
09/23/2021,$221.10,9344582,$217.81,$222.62,$217.1501
09/22/2021,$216.98,10953030,$210.00,$217.99,$209.65
09/21/2021,$208.51,7139027,$210.25,$211.76,$207.72
09/20/2021,$209.50,10567360,$210.81,$212.43,$206.53
09/17/2021,$213.36,7944216,$213.12,$215.37,$211.91
09/16/2021,$213.36,6370944,$213.96,$216.31,$213.31
09/15/2021,$214.22,7916346,$211.79,$214.35,$210.32
09/14/2021,$211.57,9947021,$215.84,$216.11,$210.711
09/13/2021,$214.48,10175860,$211.35,$215.64,$209.88
09/10/2021,$210.30,6959706,$215.16,$215.89,$210.12
09/09/2021,$213.94,9242766,$211.15,$216.61,$210.72
09/08/2021,$211.38,8877646,$213.60,$216.08,$210.51
09/07/2021,$214.24,13196120,$215.91,$216.71,$212.17
09/03/2021,$218.17,6400289,$219.454,$221.18,$217.46
09/02/2021,$220.83,8905096,$218.95,$223.84,$218.08
09/01/2021,$218.12,7157411,$220.00,$221.76,$217.62
08/31/2021,$219.50,6764472,$217.33,$221.325,$217.0854
08/30/2021,$217.66,7587846,$222.35,$222.37,$217.53
08/27/2021,$221.75,7684922,$217.47,$222.43,$216.86
08/26/2021,$216.50,8341440,$221.41,$222.90,$215.91
08/25/2021,$221.03,6528930,$221.50,$222.30,$219.10
08/24/2021,$221.43,8942578,$220.11,$223.10,$219.80
08/23/2021,$219.40,10392070,$215.83,$220.18,$215.38
08/20/2021,$212.67,9335698,$212.31,$214.7399,$210.94
08/19/2021,$212.16,11404360,$216.30,$218.2965,$211.73
08/18/2021,$219.00,9000859,$221.73,$223.65,$218.90
08/17/2021,$222.22,13123950,$226.20,$226.24,$219.80
08/16/2021,$229.06,7626887,$231.90,$232.03,$227.14
08/13/2021,$234.46,6390338,$238.01,$239.69,$234.2848
08/12/2021,$238.18,6816343,$240.00,$241.15,$236.51
08/11/2021,$239.49,9663966,$236.61,$239.59,$234.58
08/10/2021,$235.78,9603454,$231.97,$236.85,$231.62
08/09/2021,$232.27,8358622,$229.00,$233.5723,$226.89
08/06/2021,$231.33,6061935,$231.55,$233.57,$230.42
08/05/2021,$229.94,8362602,$226.68,$231.54,$226.49
08/04/2021,$226.63,9756279,$226.42,$232.35,$225.33
08/03/2021,$229.09,7326398,$225.90,$229.10,$221.30
08/02/2021,$225.34,8889125,$227.19,$230.47,$224.87
07/30/2021,$226.48,9940082,$229.39,$231.18,$225.40
07/29/2021,$231.63,8667869,$233.69,$234.8199,$231.12
07/28/2021,$231.57,19330500,$234.05,$237.49,$231.3301
